START|groomer:hi your nice looking girl
victim:is it gonna live outside?;;groomer:then have goat milk;;groomer:yes out side;;victim:is goat milk good?;;groomer:yes;;victim:what ya doin?;;groomer:in chat rooms;;victim:findin lots of people 2 chat with?;;groomer:no just young girl want to know if i have cam;;victim:is she ur friend?|groomer:no
groomer:then have goat milk;;groomer:yes out side;;victim:is goat milk good?;;groomer:yes;;victim:what ya doin?;;groomer:in chat rooms;;victim:findin lots of people 2 chat with?;;groomer:no just young girl want to know if i have cam;;victim:is she ur friend?;;groomer:no|groomer:she 15 and wanted to see me undressed i said no (I bet he said yes.)
victim:is goat milk good?;;groomer:yes;;victim:what ya doin?;;groomer:in chat rooms;;victim:findin lots of people 2 chat with?;;groomer:no just young girl want to know if i have cam;;victim:is she ur friend?;;groomer:no;;groomer:she 15 and wanted to see me undressed i said no (I bet he said yes.);;victim:kk|groomer:if she was my friend i may have let her but she not
victim:what ya doin?;;groomer:in chat rooms;;victim:findin lots of people 2 chat with?;;groomer:no just young girl want to know if i have cam;;victim:is she ur friend?;;groomer:no;;groomer:she 15 and wanted to see me undressed i said no (I bet he said yes.);;victim:kk;;groomer:if she was my friend i may have let her but she not;;victim:oh kk|groomer:what u doing
victim:findin lots of people 2 chat with?;;groomer:no just young girl want to know if i have cam;;victim:is she ur friend?;;groomer:no;;groomer:she 15 and wanted to see me undressed i said no (I bet he said yes.);;victim:kk;;groomer:if she was my friend i may have let her but she not;;victim:oh kk;;groomer:what u doing;;victim:watchin tv|groomer:oh kk
victim:is she ur friend?;;groomer:no;;groomer:she 15 and wanted to see me undressed i said no (I bet he said yes.);;victim:kk;;groomer:if she was my friend i may have let her but she not;;victim:oh kk;;groomer:what u doing;;victim:watchin tv;;groomer:oh kk;;victim:u still chattin with other people?|groomer:no
groomer:she 15 and wanted to see me undressed i said no (I bet he said yes.);;victim:kk;;groomer:if she was my friend i may have let her but she not;;victim:oh kk;;groomer:what u doing;;victim:watchin tv;;groomer:oh kk;;victim:u still chattin with other people?;;groomer:no;;victim:what ya doin now?|groomer:lol
victim:kk;;groomer:if she was my friend i may have let her but she not;;victim:oh kk;;groomer:what u doing;;victim:watchin tv;;groomer:oh kk;;victim:u still chattin with other people?;;groomer:no;;victim:what ya doin now?;;groomer:lol|groomer:iam on cam
groomer:what u doing;;victim:watchin tv;;groomer:oh kk;;victim:u still chattin with other people?;;groomer:no;;victim:what ya doin now?;;groomer:lol;;groomer:iam on cam;;victim:kool;;victim:whos watchin it?|groomer:no one yet
groomer:oh kk;;victim:u still chattin with other people?;;groomer:no;;victim:what ya doin now?;;groomer:lol;;groomer:iam on cam;;victim:kool;;victim:whos watchin it?;;groomer:no one yet;;victim:how come u turned it on if u didnt invite nobody 2 watch it yet?|groomer:it for my friend if they want to see me
groomer:no;;victim:what ya doin now?;;groomer:lol;;groomer:iam on cam;;victim:kool;;victim:whos watchin it?;;groomer:no one yet;;victim:how come u turned it on if u didnt invite nobody 2 watch it yet?;;groomer:it for my friend if they want to see me;;victim:that girl?|groomer:they hale to ash for it
groomer:iam on cam;;victim:kool;;victim:whos watchin it?;;groomer:no one yet;;victim:how come u turned it on if u didnt invite nobody 2 watch it yet?;;groomer:it for my friend if they want to see me;;victim:that girl?;;groomer:they hale to ash for it;;victim:that rude just 2 ask like that;;victim:line not invited or nothin|groomer:yes
victim:kool;;victim:whos watchin it?;;groomer:no one yet;;victim:how come u turned it on if u didnt invite nobody 2 watch it yet?;;groomer:it for my friend if they want to see me;;victim:that girl?;;groomer:they hale to ash for it;;victim:that rude just 2 ask like that;;victim:line not invited or nothin;;groomer:yes|groomer:i am going to bed no one wants to see me 
victim:whos watchin it?;;groomer:no one yet;;victim:how come u turned it on if u didnt invite nobody 2 watch it yet?;;groomer:it for my friend if they want to see me;;victim:that girl?;;groomer:they hale to ash for it;;victim:that rude just 2 ask like that;;victim:line not invited or nothin;;groomer:yes;;groomer:i am going to bed no one wants to see me |groomer:u have sweet dreams good night
groomer:it for my friend if they want to see me;;victim:that girl?;;groomer:they hale to ash for it;;victim:that rude just 2 ask like that;;victim:line not invited or nothin;;groomer:yes;;groomer:i am going to bed no one wants to see me ;;groomer:u have sweet dreams good night;;victim:night;;victim:HI|groomer:hi
groomer:they hale to ash for it;;victim:that rude just 2 ask like that;;victim:line not invited or nothin;;groomer:yes;;groomer:i am going to bed no one wants to see me ;;groomer:u have sweet dreams good night;;victim:night;;victim:HI;;groomer:hi;;victim:what u been doin 2 day?|groomer:when got the goat
groomer:yes;;groomer:i am going to bed no one wants to see me ;;groomer:u have sweet dreams good night;;victim:night;;victim:HI;;groomer:hi;;victim:what u been doin 2 day?;;groomer:when got the goat;;victim:yay;;victim:whats his name?|groomer:oida
victim:night;;victim:HI;;groomer:hi;;victim:what u been doin 2 day?;;groomer:when got the goat;;victim:yay;;victim:whats his name?;;groomer:oida;;victim:kool;;victim:is it a baby?|groomer:no 1 year olded
victim:what u been doin 2 day?;;groomer:when got the goat;;victim:yay;;victim:whats his name?;;groomer:oida;;victim:kool;;victim:is it a baby?;;groomer:no 1 year olded;;victim:awww ;;victim:hows ur goat?|groomer:doing good
groomer:when got the goat;;victim:yay;;victim:whats his name?;;groomer:oida;;victim:kool;;victim:is it a baby?;;groomer:no 1 year olded;;victim:awww ;;victim:hows ur goat?;;groomer:doing good|groomer:he dont like to be alne lol
victim:yay;;victim:whats his name?;;groomer:oida;;victim:kool;;victim:is it a baby?;;groomer:no 1 year olded;;victim:awww ;;victim:hows ur goat?;;groomer:doing good;;groomer:he dont like to be alne lol|groomer:alone
victim:kool;;victim:is it a baby?;;groomer:no 1 year olded;;victim:awww ;;victim:hows ur goat?;;groomer:doing good;;groomer:he dont like to be alne lol;;groomer:alone;;victim:awww;;victim:then u gotta go get him some friends|groomer:yes i know
victim:is it a baby?;;groomer:no 1 year olded;;victim:awww ;;victim:hows ur goat?;;groomer:doing good;;groomer:he dont like to be alne lol;;groomer:alone;;victim:awww;;victim:then u gotta go get him some friends;;groomer:yes i know|groomer:gf
groomer:no 1 year olded;;victim:awww ;;victim:hows ur goat?;;groomer:doing good;;groomer:he dont like to be alne lol;;groomer:alone;;victim:awww;;victim:then u gotta go get him some friends;;groomer:yes i know;;groomer:gf|groomer:lol
victim:hows ur goat?;;groomer:doing good;;groomer:he dont like to be alne lol;;groomer:alone;;victim:awww;;victim:then u gotta go get him some friends;;groomer:yes i know;;groomer:gf;;groomer:lol;;victim:u should go get them right now lol|groomer:lol
groomer:doing good;;groomer:he dont like to be alne lol;;groomer:alone;;victim:awww;;victim:then u gotta go get him some friends;;groomer:yes i know;;groomer:gf;;groomer:lol;;victim:u should go get them right now lol;;groomer:lol|groomer:it raining to hard to go right now
groomer:alone;;victim:awww;;victim:then u gotta go get him some friends;;groomer:yes i know;;groomer:gf;;groomer:lol;;victim:u should go get them right now lol;;groomer:lol;;groomer:it raining to hard to go right now;;victim:aww is he getting wet?|groomer:no he has a house i bilt him
victim:then u gotta go get him some friends;;groomer:yes i know;;groomer:gf;;groomer:lol;;victim:u should go get them right now lol;;groomer:lol;;groomer:it raining to hard to go right now;;victim:aww is he getting wet?;;groomer:no he has a house i bilt him;;victim:kool|groomer:has nice straw bed too
groomer:yes i know;;groomer:gf;;groomer:lol;;victim:u should go get them right now lol;;groomer:lol;;groomer:it raining to hard to go right now;;victim:aww is he getting wet?;;groomer:no he has a house i bilt him;;victim:kool;;groomer:has nice straw bed too|groomer:hi you in your new house now?
groomer:lol;;victim:u should go get them right now lol;;groomer:lol;;groomer:it raining to hard to go right now;;victim:aww is he getting wet?;;groomer:no he has a house i bilt him;;victim:kool;;groomer:has nice straw bed too;;groomer:hi you in your new house now?;;victim:granpa said we can stay there wednesday when we get our fridge n stove deliverd|groomer:oh ok
groomer:lol;;groomer:it raining to hard to go right now;;victim:aww is he getting wet?;;groomer:no he has a house i bilt him;;victim:kool;;groomer:has nice straw bed too;;groomer:hi you in your new house now?;;victim:granpa said we can stay there wednesday when we get our fridge n stove deliverd;;groomer:oh ok;;victim:just 2 night n 2 morrow night at my uncles n then yay|groomer:that good just u grand pa cool
groomer:no he has a house i bilt him;;victim:kool;;groomer:has nice straw bed too;;groomer:hi you in your new house now?;;victim:granpa said we can stay there wednesday when we get our fridge n stove deliverd;;groomer:oh ok;;victim:just 2 night n 2 morrow night at my uncles n then yay;;groomer:that good just u grand pa cool;;victim:ya;;victim:what ya doin?|groomer:no thing just seting here
victim:kool;;groomer:has nice straw bed too;;groomer:hi you in your new house now?;;victim:granpa said we can stay there wednesday when we get our fridge n stove deliverd;;groomer:oh ok;;victim:just 2 night n 2 morrow night at my uncles n then yay;;groomer:that good just u grand pa cool;;victim:ya;;victim:what ya doin?;;groomer:no thing just seting here|groomer:what u doing
groomer:hi you in your new house now?;;victim:granpa said we can stay there wednesday when we get our fridge n stove deliverd;;groomer:oh ok;;victim:just 2 night n 2 morrow night at my uncles n then yay;;groomer:that good just u grand pa cool;;victim:ya;;victim:what ya doin?;;groomer:no thing just seting here;;groomer:what u doing;;victim:was playin tetris.com|groomer:oh ok
victim:granpa said we can stay there wednesday when we get our fridge n stove deliverd;;groomer:oh ok;;victim:just 2 night n 2 morrow night at my uncles n then yay;;groomer:that good just u grand pa cool;;victim:ya;;victim:what ya doin?;;groomer:no thing just seting here;;groomer:what u doing;;victim:was playin tetris.com;;groomer:oh ok|groomer:u win
victim:just 2 night n 2 morrow night at my uncles n then yay;;groomer:that good just u grand pa cool;;victim:ya;;victim:what ya doin?;;groomer:no thing just seting here;;groomer:what u doing;;victim:was playin tetris.com;;groomer:oh ok;;groomer:u win;;victim:ya|groomer:cool
victim:what ya doin?;;groomer:no thing just seting here;;groomer:what u doing;;victim:was playin tetris.com;;groomer:oh ok;;groomer:u win;;victim:ya;;groomer:cool;;victim:hows ur goat?;;victim:did u get him a friend yet?|groomer:doing good
groomer:no thing just seting here;;groomer:what u doing;;victim:was playin tetris.com;;groomer:oh ok;;groomer:u win;;victim:ya;;groomer:cool;;victim:hows ur goat?;;victim:did u get him a friend yet?;;groomer:doing good|groomer:no cant till next week
victim:was playin tetris.com;;groomer:oh ok;;groomer:u win;;victim:ya;;groomer:cool;;victim:hows ur goat?;;victim:did u get him a friend yet?;;groomer:doing good;;groomer:no cant till next week;;victim:how come?|groomer:the place we geting her from said have to wait till she 7 week olded
groomer:u win;;victim:ya;;groomer:cool;;victim:hows ur goat?;;victim:did u get him a friend yet?;;groomer:doing good;;groomer:no cant till next week;;victim:how come?;;groomer:the place we geting her from said have to wait till she 7 week olded;;victim:is a baby!!|groomer:yes
victim:ya;;groomer:cool;;victim:hows ur goat?;;victim:did u get him a friend yet?;;groomer:doing good;;groomer:no cant till next week;;victim:how come?;;groomer:the place we geting her from said have to wait till she 7 week olded;;victim:is a baby!!;;groomer:yes|groomer:well good night dont let bed buges bite . sweet dreams
groomer:doing good;;groomer:no cant till next week;;victim:how come?;;groomer:the place we geting her from said have to wait till she 7 week olded;;victim:is a baby!!;;groomer:yes;;groomer:well good night dont let bed buges bite . sweet dreams;;victim:night!;;victim:HI;;victim:hows ur baby goat|groomer:hi
groomer:no cant till next week;;victim:how come?;;groomer:the place we geting her from said have to wait till she 7 week olded;;victim:is a baby!!;;groomer:yes;;groomer:well good night dont let bed buges bite . sweet dreams;;victim:night!;;victim:HI;;victim:hows ur baby goat;;groomer:hi|groomer:doing good he likes it here
victim:is a baby!!;;groomer:yes;;groomer:well good night dont let bed buges bite . sweet dreams;;victim:night!;;victim:HI;;victim:hows ur baby goat;;groomer:hi;;groomer:doing good he likes it here;;victim:yay;;victim:thats kool|groomer:my niece comes over a lot he like her the best lol
victim:HI;;victim:hows ur baby goat;;groomer:hi;;groomer:doing good he likes it here;;victim:yay;;victim:thats kool;;groomer:my niece comes over a lot he like her the best lol;;victim:aww;;victim:kool;;victim:how old is she?|groomer:13 (I'm sick to my stomach to know that a child goes to his house a lot.)
groomer:hi;;groomer:doing good he likes it here;;victim:yay;;victim:thats kool;;groomer:my niece comes over a lot he like her the best lol;;victim:aww;;victim:kool;;victim:how old is she?;;groomer:13 (I'm sick to my stomach to know that a child goes to his house a lot.);;victim:kool|groomer:u in new hoyse?
groomer:doing good he likes it here;;victim:yay;;victim:thats kool;;groomer:my niece comes over a lot he like her the best lol;;victim:aww;;victim:kool;;victim:how old is she?;;groomer:13 (I'm sick to my stomach to know that a child goes to his house a lot.);;victim:kool;;groomer:u in new hoyse?|groomer:house
victim:thats kool;;groomer:my niece comes over a lot he like her the best lol;;victim:aww;;victim:kool;;victim:how old is she?;;groomer:13 (I'm sick to my stomach to know that a child goes to his house a lot.);;victim:kool;;groomer:u in new hoyse?;;groomer:house;;victim:ya|groomer:kool
victim:aww;;victim:kool;;victim:how old is she?;;groomer:13 (I'm sick to my stomach to know that a child goes to his house a lot.);;victim:kool;;groomer:u in new hoyse?;;groomer:house;;victim:ya;;groomer:kool;;victim:we stayed here last night|groomer:ok kool
victim:how old is she?;;groomer:13 (I'm sick to my stomach to know that a child goes to his house a lot.);;victim:kool;;groomer:u in new hoyse?;;groomer:house;;victim:ya;;groomer:kool;;victim:we stayed here last night;;groomer:ok kool;;victim:what u been doin 2 day?|groomer:i worked just got home
victim:kool;;groomer:u in new hoyse?;;groomer:house;;victim:ya;;groomer:kool;;victim:we stayed here last night;;groomer:ok kool;;victim:what u been doin 2 day?;;groomer:i worked just got home;;victim:what u gonna do now?|groomer:what you been doing all day?
groomer:u in new hoyse?;;groomer:house;;victim:ya;;groomer:kool;;victim:we stayed here last night;;groomer:ok kool;;victim:what u been doin 2 day?;;groomer:i worked just got home;;victim:what u gonna do now?;;groomer:what you been doing all day?|groomer:rest 
groomer:house;;victim:ya;;groomer:kool;;victim:we stayed here last night;;groomer:ok kool;;victim:what u been doin 2 day?;;groomer:i worked just got home;;victim:what u gonna do now?;;groomer:what you been doing all day?;;groomer:rest |groomer:play on here
groomer:kool;;victim:we stayed here last night;;groomer:ok kool;;victim:what u been doin 2 day?;;groomer:i worked just got home;;victim:what u gonna do now?;;groomer:what you been doing all day?;;groomer:rest ;;groomer:play on here;;victim:me n granpa went 2 the store n got food|groomer:good
groomer:ok kool;;victim:what u been doin 2 day?;;groomer:i worked just got home;;victim:what u gonna do now?;;groomer:what you been doing all day?;;groomer:rest ;;groomer:play on here;;victim:me n granpa went 2 the store n got food;;groomer:good;;victim:we didnt have ne thing 4 me 2 eat while hes gone this weekend lol|groomer:oh way he going
victim:what u been doin 2 day?;;groomer:i worked just got home;;victim:what u gonna do now?;;groomer:what you been doing all day?;;groomer:rest ;;groomer:play on here;;victim:me n granpa went 2 the store n got food;;groomer:good;;victim:we didnt have ne thing 4 me 2 eat while hes gone this weekend lol;;groomer:oh way he going|groomer:were
groomer:what you been doing all day?;;groomer:rest ;;groomer:play on here;;victim:me n granpa went 2 the store n got food;;groomer:good;;victim:we didnt have ne thing 4 me 2 eat while hes gone this weekend lol;;groomer:oh way he going;;groomer:were;;victim:hes goin on a father son campout with my uncle n cousins;;victim:they r goin 2 ohio 2 morrow|groomer:kool
groomer:rest ;;groomer:play on here;;victim:me n granpa went 2 the store n got food;;groomer:good;;victim:we didnt have ne thing 4 me 2 eat while hes gone this weekend lol;;groomer:oh way he going;;groomer:were;;victim:hes goin on a father son campout with my uncle n cousins;;victim:they r goin 2 ohio 2 morrow;;groomer:kool|groomer:u staying a lone?
victim:me n granpa went 2 the store n got food;;groomer:good;;victim:we didnt have ne thing 4 me 2 eat while hes gone this weekend lol;;groomer:oh way he going;;groomer:were;;victim:hes goin on a father son campout with my uncle n cousins;;victim:they r goin 2 ohio 2 morrow;;groomer:kool;;groomer:u staying a lone?;;victim:ya|groomer:ok
groomer:good;;victim:we didnt have ne thing 4 me 2 eat while hes gone this weekend lol;;groomer:oh way he going;;groomer:were;;victim:hes goin on a father son campout with my uncle n cousins;;victim:they r goin 2 ohio 2 morrow;;groomer:kool;;groomer:u staying a lone?;;victim:ya;;groomer:ok|groomer:what u going to do by your self
groomer:were;;victim:hes goin on a father son campout with my uncle n cousins;;victim:they r goin 2 ohio 2 morrow;;groomer:kool;;groomer:u staying a lone?;;victim:ya;;groomer:ok;;groomer:what u going to do by your self;;victim:idk;;victim:b bored|groomer:lol
victim:hes goin on a father son campout with my uncle n cousins;;victim:they r goin 2 ohio 2 morrow;;groomer:kool;;groomer:u staying a lone?;;victim:ya;;groomer:ok;;groomer:what u going to do by your self;;victim:idk;;victim:b bored;;groomer:lol|groomer:well if im on here we can talk so u not bored
groomer:kool;;groomer:u staying a lone?;;victim:ya;;groomer:ok;;groomer:what u going to do by your self;;victim:idk;;victim:b bored;;groomer:lol;;groomer:well if im on here we can talk so u not bored;;victim:ok kool|groomer:it be fun
groomer:what u going to do by your self;;victim:idk;;victim:b bored;;groomer:lol;;groomer:well if im on here we can talk so u not bored;;victim:ok kool;;groomer:it be fun;;victim:ya;;victim:me n allie n april used 2 have sleepovers when granpa went somewhere;;victim:i wish they was here|groomer:u can ask me any thing you want to know about any thing
victim:b bored;;groomer:lol;;groomer:well if im on here we can talk so u not bored;;victim:ok kool;;groomer:it be fun;;victim:ya;;victim:me n allie n april used 2 have sleepovers when granpa went somewhere;;victim:i wish they was here;;groomer:u can ask me any thing you want to know about any thing;;victim:kool|groomer:boys life michigan
groomer:well if im on here we can talk so u not bored;;victim:ok kool;;groomer:it be fun;;victim:ya;;victim:me n allie n april used 2 have sleepovers when granpa went somewhere;;victim:i wish they was here;;groomer:u can ask me any thing you want to know about any thing;;victim:kool;;groomer:boys life michigan;;victim:does it get real cold here?|groomer:yes it does
victim:ok kool;;groomer:it be fun;;victim:ya;;victim:me n allie n april used 2 have sleepovers when granpa went somewhere;;victim:i wish they was here;;groomer:u can ask me any thing you want to know about any thing;;victim:kool;;groomer:boys life michigan;;victim:does it get real cold here?;;groomer:yes it does|groomer:down to 0
victim:me n allie n april used 2 have sleepovers when granpa went somewhere;;victim:i wish they was here;;groomer:u can ask me any thing you want to know about any thing;;victim:kool;;groomer:boys life michigan;;victim:does it get real cold here?;;groomer:yes it does;;groomer:down to 0;;victim:im gonna freeze lol;;victim:lots of snow?|groomer:me too
victim:i wish they was here;;groomer:u can ask me any thing you want to know about any thing;;victim:kool;;groomer:boys life michigan;;victim:does it get real cold here?;;groomer:yes it does;;groomer:down to 0;;victim:im gonna freeze lol;;victim:lots of snow?;;groomer:me too|groomer:yes alot
victim:kool;;groomer:boys life michigan;;victim:does it get real cold here?;;groomer:yes it does;;groomer:down to 0;;victim:im gonna freeze lol;;victim:lots of snow?;;groomer:me too;;groomer:yes alot;;victim:kool maybe snow days 4 school lol|groomer:yes be lot of day for that
victim:does it get real cold here?;;groomer:yes it does;;groomer:down to 0;;victim:im gonna freeze lol;;victim:lots of snow?;;groomer:me too;;groomer:yes alot;;victim:kool maybe snow days 4 school lol;;groomer:yes be lot of day for that;;victim:kool|groomer:what grades u get in school
groomer:down to 0;;victim:im gonna freeze lol;;victim:lots of snow?;;groomer:me too;;groomer:yes alot;;victim:kool maybe snow days 4 school lol;;groomer:yes be lot of day for that;;victim:kool;;groomer:what grades u get in school;;victim:8|groomer:ok 
victim:im gonna freeze lol;;victim:lots of snow?;;groomer:me too;;groomer:yes alot;;victim:kool maybe snow days 4 school lol;;groomer:yes be lot of day for that;;victim:kool;;groomer:what grades u get in school;;victim:8;;groomer:ok |groomer:are there any kids your age live near you?
groomer:me too;;groomer:yes alot;;victim:kool maybe snow days 4 school lol;;groomer:yes be lot of day for that;;victim:kool;;groomer:what grades u get in school;;victim:8;;groomer:ok ;;groomer:are there any kids your age live near you?;;victim:didnt find ne yet|groomer:oh ok
groomer:yes alot;;victim:kool maybe snow days 4 school lol;;groomer:yes be lot of day for that;;victim:kool;;groomer:what grades u get in school;;victim:8;;groomer:ok ;;groomer:are there any kids your age live near you?;;victim:didnt find ne yet;;groomer:oh ok|groomer:u playing a game?
groomer:yes be lot of day for that;;victim:kool;;groomer:what grades u get in school;;victim:8;;groomer:ok ;;groomer:are there any kids your age live near you?;;victim:didnt find ne yet;;groomer:oh ok;;groomer:u playing a game?;;victim:ya|groomer:ok
groomer:what grades u get in school;;victim:8;;groomer:ok ;;groomer:are there any kids your age live near you?;;victim:didnt find ne yet;;groomer:oh ok;;groomer:u playing a game?;;victim:ya;;groomer:ok;;victim:what u doin?|groomer:just looking for some to talk to
groomer:are there any kids your age live near you?;;victim:didnt find ne yet;;groomer:oh ok;;groomer:u playing a game?;;victim:ya;;groomer:ok;;victim:what u doin?;;groomer:just looking for some to talk to;;victim:i can talk n play;;victim:im just playn pool with allie|groomer:oh ok
victim:didnt find ne yet;;groomer:oh ok;;groomer:u playing a game?;;victim:ya;;groomer:ok;;victim:what u doin?;;groomer:just looking for some to talk to;;victim:i can talk n play;;victim:im just playn pool with allie;;groomer:oh ok|groomer:who allie
victim:ya;;groomer:ok;;victim:what u doin?;;groomer:just looking for some to talk to;;victim:i can talk n play;;victim:im just playn pool with allie;;groomer:oh ok;;groomer:who allie;;victim:did u ever play pool on here?;;victim:my friend in indiana|groomer:oh ok
groomer:ok;;victim:what u doin?;;groomer:just looking for some to talk to;;victim:i can talk n play;;victim:im just playn pool with allie;;groomer:oh ok;;groomer:who allie;;victim:did u ever play pool on here?;;victim:my friend in indiana;;groomer:oh ok|groomer:yes i have
groomer:just looking for some to talk to;;victim:i can talk n play;;victim:im just playn pool with allie;;groomer:oh ok;;groomer:who allie;;victim:did u ever play pool on here?;;victim:my friend in indiana;;groomer:oh ok;;groomer:yes i have;;victim:its fun|groomer:yes it is
victim:im just playn pool with allie;;groomer:oh ok;;groomer:who allie;;victim:did u ever play pool on here?;;victim:my friend in indiana;;groomer:oh ok;;groomer:yes i have;;victim:its fun;;groomer:yes it is;;victim:what ya wanna chat bout?|groomer:any thing
groomer:oh ok;;groomer:who allie;;victim:did u ever play pool on here?;;victim:my friend in indiana;;groomer:oh ok;;groomer:yes i have;;victim:its fun;;groomer:yes it is;;victim:what ya wanna chat bout?;;groomer:any thing|groomer:your busy you play pool with allie
victim:my friend in indiana;;groomer:oh ok;;groomer:yes i have;;victim:its fun;;groomer:yes it is;;victim:what ya wanna chat bout?;;groomer:any thing;;groomer:your busy you play pool with allie;;victim:i can chat and play at the same time;;victim:i do that all the time|groomer:ok
groomer:yes i have;;victim:its fun;;groomer:yes it is;;victim:what ya wanna chat bout?;;groomer:any thing;;groomer:your busy you play pool with allie;;victim:i can chat and play at the same time;;victim:i do that all the time;;groomer:ok;;victim:whens ur bday?|groomer:dec
victim:its fun;;groomer:yes it is;;victim:what ya wanna chat bout?;;groomer:any thing;;groomer:your busy you play pool with allie;;victim:i can chat and play at the same time;;victim:i do that all the time;;groomer:ok;;victim:whens ur bday?;;groomer:dec|groomer:yours
groomer:any thing;;groomer:your busy you play pool with allie;;victim:i can chat and play at the same time;;victim:i do that all the time;;groomer:ok;;victim:whens ur bday?;;groomer:dec;;groomer:yours;;victim:thats close 2 christmas;;victim:june 14|groomer:2 week before
victim:i can chat and play at the same time;;victim:i do that all the time;;groomer:ok;;victim:whens ur bday?;;groomer:dec;;groomer:yours;;victim:thats close 2 christmas;;victim:june 14;;groomer:2 week before;;victim:bet that sucks 4 presents|groomer:yes it does
groomer:ok;;victim:whens ur bday?;;groomer:dec;;groomer:yours;;victim:thats close 2 christmas;;victim:june 14;;groomer:2 week before;;victim:bet that sucks 4 presents;;groomer:yes it does;;victim:whats the best present u ever got?|groomer:mini bike
groomer:yours;;victim:thats close 2 christmas;;victim:june 14;;groomer:2 week before;;victim:bet that sucks 4 presents;;groomer:yes it does;;victim:whats the best present u ever got?;;groomer:mini bike;;victim:kool;;victim:that would b fun|groomer:it was
victim:june 14;;groomer:2 week before;;victim:bet that sucks 4 presents;;groomer:yes it does;;victim:whats the best present u ever got?;;groomer:mini bike;;victim:kool;;victim:that would b fun;;groomer:it was;;victim:did u ride it lots?|groomer:yes all the time
victim:bet that sucks 4 presents;;groomer:yes it does;;victim:whats the best present u ever got?;;groomer:mini bike;;victim:kool;;victim:that would b fun;;groomer:it was;;victim:did u ride it lots?;;groomer:yes all the time;;victim:how fast did it go?|groomer:30
victim:whats the best present u ever got?;;groomer:mini bike;;victim:kool;;victim:that would b fun;;groomer:it was;;victim:did u ride it lots?;;groomer:yes all the time;;victim:how fast did it go?;;groomer:30;;victim:sweet! I want one|groomer:sweet
victim:kool;;victim:that would b fun;;groomer:it was;;victim:did u ride it lots?;;groomer:yes all the time;;victim:how fast did it go?;;groomer:30;;victim:sweet! I want one;;groomer:sweet;;victim:what ya doin?|groomer:talking to a boy your age 
victim:that would b fun;;groomer:it was;;victim:did u ride it lots?;;groomer:yes all the time;;victim:how fast did it go?;;groomer:30;;victim:sweet! I want one;;groomer:sweet;;victim:what ya doin?;;groomer:talking to a boy your age |groomer:he on mom compurer
groomer:yes all the time;;victim:how fast did it go?;;groomer:30;;victim:sweet! I want one;;groomer:sweet;;victim:what ya doin?;;groomer:talking to a boy your age ;;groomer:he on mom compurer;;victim:kool;;victim:is he kool?|groomer:he looking at mom nude pics lol
groomer:30;;victim:sweet! I want one;;groomer:sweet;;victim:what ya doin?;;groomer:talking to a boy your age ;;groomer:he on mom compurer;;victim:kool;;victim:is he kool?;;groomer:he looking at mom nude pics lol;;victim:pics of his mom?|groomer:yes and other girls and men
victim:what ya doin?;;groomer:talking to a boy your age ;;groomer:he on mom compurer;;victim:kool;;victim:is he kool?;;groomer:he looking at mom nude pics lol;;victim:pics of his mom?;;groomer:yes and other girls and men;;victim:wow;;victim:where did he get them?  (I think he got them from Raab.)|groomer:i think his mom came home he got off line ral fast
groomer:talking to a boy your age ;;groomer:he on mom compurer;;victim:kool;;victim:is he kool?;;groomer:he looking at mom nude pics lol;;victim:pics of his mom?;;groomer:yes and other girls and men;;victim:wow;;victim:where did he get them?  (I think he got them from Raab.);;groomer:i think his mom came home he got off line ral fast|groomer:lol
victim:kool;;victim:is he kool?;;groomer:he looking at mom nude pics lol;;victim:pics of his mom?;;groomer:yes and other girls and men;;victim:wow;;victim:where did he get them?  (I think he got them from Raab.);;groomer:i think his mom came home he got off line ral fast;;groomer:lol;;victim:just now?|groomer:he was on mom compurter
groomer:he looking at mom nude pics lol;;victim:pics of his mom?;;groomer:yes and other girls and men;;victim:wow;;victim:where did he get them?  (I think he got them from Raab.);;groomer:i think his mom came home he got off line ral fast;;groomer:lol;;victim:just now?;;groomer:he was on mom compurter;;victim:ohh|groomer:he not alowd to be lol
victim:wow;;victim:where did he get them?  (I think he got them from Raab.);;groomer:i think his mom came home he got off line ral fast;;groomer:lol;;victim:just now?;;groomer:he was on mom compurter;;victim:ohh;;groomer:he not alowd to be lol;;victim:lol;;victim:like who was it? just wonderin if its somebody i chatted with|groomer:he compurter he cant get to thing he want to see
victim:where did he get them?  (I think he got them from Raab.);;groomer:i think his mom came home he got off line ral fast;;groomer:lol;;victim:just now?;;groomer:he was on mom compurter;;victim:ohh;;groomer:he not alowd to be lol;;victim:lol;;victim:like who was it? just wonderin if its somebody i chatted with;;groomer:he compurter he cant get to thing he want to see|groomer:he didnt say his name
groomer:lol;;victim:just now?;;groomer:he was on mom compurter;;victim:ohh;;groomer:he not alowd to be lol;;victim:lol;;victim:like who was it? just wonderin if its somebody i chatted with;;groomer:he compurter he cant get to thing he want to see;;groomer:he didnt say his name;;victim:oh i was thinkin like his sn|groomer:mom name ***EDIT***
groomer:he was on mom compurter;;victim:ohh;;groomer:he not alowd to be lol;;victim:lol;;victim:like who was it? just wonderin if its somebody i chatted with;;groomer:he compurter he cant get to thing he want to see;;groomer:he didnt say his name;;victim:oh i was thinkin like his sn;;groomer:mom name ***EDIT***;;victim:thats a funny first name|groomer:oppps ***EDIT***
